,ru,fr,en,vote
824,теребить,no_equality,finger,1
825,теребить,tirailler,no_equality,1
826,центурия,no_equality,century,1
827,вековой,no_equality,century,1
828,вековой,séculaire,secular,3
829,вековой,séculaire,centuries-old,3
830,вековой,séculaire,age-old,2
831,вековой,séculaire,century-old,2
832,вековой,séculaire,century-long,2
833,вековой,très ancien,age-old,1
834,в.,no_equality,century,1
835,высыхание,no_equality,dry,1
836,высыхание,dessèchement,drying,1
837,высыхание,dessèchement,desiccation,1
838,просушивать,no_equality,dry,1
839,просушивать,sécher,no_equality,1
840,просушивать,faire sécher,no_equality,1
841,насухо,no_equality,dry,1
842,насухо,à sec,no_equality,1
843,мытье головы,no_equality,shampoo,1
844,мытье головы,shampoing,hair,2
845,вздрагивать,no_equality,start,1
846,вздрагивать,tressaillir,flinch,1
847,вздрагивать,grimacer,no_equality,1
848,вздрагивать,trembler,no_equality,1
849,затеять,no_equality,start,1
850,затеять,entreprendre,no_equality,1
851,начальный,no_equality,start,1
852,начальный,no_equality,beginner,1
853,начальный,débutant,starting,2
854,начальный,débutant,beginning,2
855,начальный,initial,initial,1
856,начальный,initial,early,1
857,начальный,initial,start-up,1
858,начальный,initial,starting,1
859,начальный,initial,first,1
860,начальный,préliminaire,initial,1
861,начальный,préliminaire,early,1
862,начальный,préliminaire,opening,1
863,начальный,d'origine,no_equality,1
864,стая,no_equality,flight,1
865,стая,vol,flock,1
866,стая,troupe,troop,1
867,стая,meute,pack,1
868,стая,essaim,no_equality,1
869,стая,banc,school,1
870,стая,nuée,flock,1
871,стая,harde,pack,1
872,стая,bande,pack,1
873,стая,bande,troop,1
874,стая,escadron,troop,1
875,взлет,no_equality,flight,1
876,взлет,décollage,takeoff,1
877,взлет,décollage,take-off,1
878,взлет,décollage,taking off,1
879,взлет,ascension,no_equality,1
880,взлет,flambée,soaring,1
881,взлет,flambée,spike,1
882,взлет,volée,no_equality,1
883,облет,no_equality,flight,1
884,облет,survol,overflight,1
885,отлет,no_equality,flight,1
886,отлет,départ,no_equality,1
887,летный,no_equality,flight,1
888,летный,d'aviation,no_equality,1
889,летный,d'aviateur,no_equality,1
890,бортовой,no_equality,flight,1
891,бортовой,embarqué,on-board,1
892,бортовой,embarqué,onboard,1
893,бортовой,embarqué,airborne,1
894,бортовой,embarqué,on board,1
895,взлетный,no_equality,flight,1
896,что угодно,no_equality,everything,1
897,куда бы,no_equality,everywhere,1
898,сплошь,no_equality,everywhere,1
899,сплошь,entièrement,entirely,1
900,вездесущий,no_equality,everywhere,1
901,вездесущий,omniprésent,omnipresent,1
902,обеденный,no_equality,dinner,1
903,обеденный,de repas,lunch,1
904,обеденный,de repas,dining,1
905,обеденный,de repas,dinner,1
906,обеденный,de déjeuner,lunch,1
907,обеденный,de déjeuner,lunchtime,1
908,пивная,no_equality,beer,1
909,пивная,bière,beer,2
910,пивная,brasserie,beer,1
911,пивная,brasserie,pub,1
912,пивной,no_equality,beer,1
913,пивной,de bière,no_equality,1
914,пивной,brassicole,beer,1
915,пчелиный,no_equality,beer,1
916,пчелиный,d'abeille,bee,1
917,зверь,no_equality,tiger,1
918,зверь,bête,beast,1
919,зверь,bête,animal,1
920,зверь,bête,creature,1
921,зверь,bête,brute,1
922,зверь,créature,beast,1
923,зверь,créature,creature,1
924,зверь,créature,monster,1
925,тигриный,no_equality,tiger,1
926,генетический,no_equality,genetically,1
927,генетический,génétique,genetic,2
928,генетический,Génétique,genetic,1
929,генетический,génésique,no_equality,1
930,прямо,no_equality,right,1
931,прямо,devant,front,1
932,прямо,nettement,clearly,1
933,прямо,juste,just,1
934,прямо,juste,right,1
935,прямо,droit,right,2
936,прямо,droit,straight,2
937,прямо,droit,straight ahead,2
938,прямо,exactement,exactly,2
939,прямо,exactement,just,2
940,прямо,exactement,right,2
941,прямо,exactement,specifically,2
942,прямо,directement,right,1
943,прямо,directement,directly,1
944,прямо,directement,straight,1
945,прямо,directement,direct,1
946,прямо,directement,specifically,1
947,прямо,directement,bluntly,1
948,прямо,en direct,directly,1
949,прямо,en direct,straight,1
950,прямо,carrément,bluntly,1
951,прямо,sans détour,no_equality,1
952,прямо,c'est à,no_equality,1
953,прямо,tout juste,right,1
954,прямо,tout juste,just,1
955,прямо,tout juste,exactly,1
956,прямо,à même,no_equality,1
957,прямо,à plomb,no_equality,1
958,прямо,à découvert,no_equality,1
959,прямо,de première main,no_equality,1
960,прямо,autant dire,no_equality,1
961,прямо,expressément,explicitly,1
962,прямо,expressément,expressly,1
963,прямо,expressément,clearly,1
964,прямо,expressément,specifically,1
965,прямо,expressément,explicit,1
966,прямо,explicitement,directly,1
967,прямо,explicitement,explicitly,1
968,прямо,explicitement,expressly,1
969,прямо,explicitement,clearly,1
970,прямо,explicitement,specifically,1
971,прямо,explicitement,explicit,1
972,прямо,pic,no_equality,1
973,прямо,franco,no_equality,1
974,сразу,no_equality,right,1
975,сразу,juste,just,1
976,сразу,juste,right,1
977,сразу,droit,right,2
978,сразу,à la fois,at once,1
979,сразу,à la fois,both,1
980,сразу,aussitôt,at once,1
981,сразу,aussitôt,right away,1
982,сразу,aussitôt,instantly,1
983,сразу,aussitôt,then,1
984,сразу,aussitôt,quickly,1
985,сразу,directement,right away,1
986,сразу,directement,straight,1
987,сразу,directement,directly,1
988,сразу,d'emblée,at once,1
989,сразу,d'emblée,right away,1
990,сразу,d'un coup,at once,1
991,сразу,d'abord,first,1
992,сразу,du premier coup,right away,1
993,сразу,tout d'un coup,suddenly,1
994,сразу,d'entrée,no_equality,1
995,сразу,du coup,at once,1
996,сразу,du coup,now,1
997,сразу,du coup,then,1
998,сразу,du coup,suddenly,1
999,сразу,au premier coup,at a glance,1
1000,сразу,cash,no_equality,1
1001,сразу,à première vue,at a glance,1
1002,сразу,sur place,on the spot,1
1003,сразу,d'auto,no_equality,1
1004,сразу,tout de go,on the spot,1
1005,сразу,d'un bloc,no_equality,1
1006,сразу,sans autres,no_equality,1
1007,правота,no_equality,right,1
1008,правота,justice,no_equality,2
1009,правота,bon droit,no_equality,1
1010,правота,justesse,correctness,1
1011,правота,droiture,rectitude,1
1012,вправо,no_equality,right,1
1013,вправо,à droite,to the right,1
1014,вправо,à droite,rightward,1
1015,ярмарочный,no_equality,fair,1
1016,ярмарочный,forain,no_equality,1
1017,ярмарочный,de foire,carnival,1
1018,ярмарочный,de foire,fairground,1
1019,изрядный,no_equality,fair,1
1020,изрядный,considérable,no_equality,1
1021,удовлетворительно,no_equality,fair,1
1022,удовлетворительно,d'une manière satisfaisante,satisfactorily,1
1023,удовлетворительно,d'une manière satisfaisante,adequately,1
1024,удовлетворительно,assez bien,no_equality,1
1025,попутный,no_equality,fair,1
1026,попутный,favorable,no_equality,1
1027,чистовой,no_equality,fair,1
1028,чистовой,propre,no_equality,1
1029,первоклассный,no_equality,excellent,1
1030,первоклассный,de premier ordre,first-class,1
1031,первоклассный,de premier ordre,first-rate,1
1032,первоклассный,de premier ordre,top-notch,1
1033,первоклассный,de premier ordre,first rate,1
1034,первоклассный,de première classe,first-class,1
1035,первоклассный,de première classe,first-rate,1
1036,первоклассный,de première classe,first class,1
1037,первоклассный,de première,first-rate,1
1038,первоклассный,de classe,classy,1
1039,первоклассный,de qualité supérieure,top-of-the-line,1
1040,первоклассный,qualifié,no_equality,1
1041,первоклассный,numéro un,no_equality,1
1042,рейсфедер,no_equality,pen,1
1043,Перу,no_equality,pen,1
1044,Перу,Pérou,peru,1
1045,Перу,Pérou,peruvian,1
1046,Перу,Pérou,perou,1
1047,Перу,péruvien,peru,1
1048,Перу,péruvien,peruvian,1
1049,Перу,République du Pérou,no_equality,1
1050,пена,no_equality,pen,1
1051,пена,mousse,foam,1
1052,пена,mousse,froth,1
1053,пена,mousse,suds,1
1054,пена,mousse,scum,1
1055,пена,crasse,scum,1
1056,пенал,no_equality,pen,1
1057,пенал,plumier,pencil case,1
1058,пенал,plumier,pencil box,1
1059,перьевой,no_equality,pen,1
1060,пространство,no_equality,field,1
1061,пространство,espace,space,1
1062,пространство,espace,area,1
1063,пространство,espace,room,1
1064,пространство,espace,place,1
1065,пространство,étendue,area,1
1066,пространство,étendue,expanse,1
1067,пространство,étendue,extent,1
1068,пространство,périmètre,area,1
1069,пространство,périmètre,zone,1
1070,нива,no_equality,field,1
1071,нива,champ,no_equality,2
1072,поприще,no_equality,field,1
1073,поприще,carrière,no_equality,1
1074,поприще,champ d'action,no_equality,1
1075,промысел,no_equality,field,1
1076,промысел,pêcher,fishery,1
1077,промысел,pêche,fishing,1
1078,промысел,pêche,fish,1
1079,промысел,pêche,fishery,1
1080,промысел,pêche,fished,1
1081,промысел,pêche,harvesting,1
1082,промысел,métier,industry,1
1083,промысел,métier,craft,1
1084,промысел,industrie artisanale,no_equality,1
1085,промысел,industrie,fishery,1
1086,промысел,industrie,industry,1
1087,промысел,activité,industry,1
1088,промысел,commerce,no_equality,1
1089,промысел,champ,no_equality,1
1090,промысел,mine,no_equality,1
1091,промысел,chantier,no_equality,1
1092,полевой,no_equality,field,1
1093,полевой,des champs,field,1
1094,полевой,champêtre,field,1
1095,полевой,de campagne,field,1
1096,промысловый,no_equality,field,1
1097,промысловый,pêche,fishing,2
1098,промысловый,halieutique,no_equality,2
1099,походный,no_equality,field,1
1100,походный,de campagne,no_equality,1
1101,походный,ambulant,no_equality,1
1102,походный,de marche,no_equality,1
1103,в полевых условиях,no_equality,field,1
1104,заключать,no_equality,enter,1
1105,заключать,conclure,conclude,1
1106,заключать,conclure,enter into,1
1107,заключать,conclure,sign,1
1108,заключать,conclure,close,1
1109,заключать,conclure un accord,no_equality,1
1110,заключать,négocier,negotiate,1
1111,заключать,signer,conclude,1
1112,заключать,signer,enter into,1
1113,заключать,signer,make,1
1114,заключать,signer,sign,1
1115,заключать,signer,close,1
1116,заключать,enfermer,imprison,1
1117,заключать,passer,make,1
1118,заключать,signer un contrat,no_equality,1
