,en,ru,fr,votes
915,right,правильно,hein,1
916,right,правильно,c'est ça,1
917,right,правильно,n'est-ce pas,1
918,right,правильно,non,1
919,right,точно,juste,1
920,right,право,droit,4
921,right,право,droite,2
922,right,право,faculté,1
923,right,правый,droit,4
924,right,правый,droite,1
925,right,правый,juste,1
926,right,правая сторона,droite,1
927,right,правда,bien,1
928,right,правда,hein,1
929,right,правота,no_equality,1
930,right,нужный,bon,1
931,right,подходящий,bon,1
932,right,вправо,no_equality,1
933,right,хорошо,bien,1
934,right,хорошо,d'accord,1
935,right,хорошо,ok,1
936,right,самый,juste,1
937,right,правильное,juste,1
938,right,верно,juste,1
939,right,верно,bien,2
940,right,верно,exactement,1
941,right,как раз,juste,1
942,right,верный,sûr,1
943,right,конечно,sûr,1
944,right,лучшее,mieux,1
945,right,надлежащий,correct,1
946,right,хороший,bon,1
947,right,хорошее,bon,1
948,fair,справедливо,juste,2
949,fair,справедливо,équitablement,2
950,fair,справедливый,juste,4
951,fair,справедливый,équitable,4
952,fair,справедливый,Fair,1
953,fair,честно,juste,2
954,fair,no_equality,impartial,1
955,fair,красивый,beau,1
956,fair,светлый,beau,1
957,fair,светлый,clair,1
958,fair,светлый,blond,1
959,fair,беспристрастный,impartial,2
960,fair,белокурый,blond,1
961,fair,ярмарочный,no_equality,1
962,fair,изрядный,no_equality,1
963,fair,удовлетворительно,no_equality,1
964,fair,попутный,no_equality,1
965,fair,чистовой,no_equality,1
966,fair,выставка,exposition,2
967,fair,выставка,salon,1
968,fair,справедливость,équité,2
969,fair,справедливость,justice,1
970,fair,салон,salon,1
971,fair,справедливое,juste,1
972,fair,надлежащий,correct,1
973,fair,беспристрастно,équitablement,1
974,fair,светлая тень,clair,1
975,fair,светлая краска,clair,1
976,fork,вилка,fourchette,2
977,stopped,перестать,arrêté,1
978,stopped,остановиться,arrêté,1
979,stopped,остановить,arrêté,1
980,describe,описать,décrire,2
981,describe,описать,expliquer,1
982,describe,описывать,décrire,1
983,describe,охарактеризовать,décrire,1
984,describe,рассказать о,décrire,1
985,describe,изложить,décrire,1
986,describe,изложить,exposer,1
987,describe,описание,décrire,1
988,describe,характеризовать,décrire,1
989,describe,назвать,décrire,1
990,describe,объяснить,expliquer,1
991,describe,указать,désigner,1
992,described,описать,décrire,1
993,described,охарактеризовать,décrire,1
994,described,изложить,décrire,1
995,described,описание,décrire,1
996,deposit,месторождение,gisement,2
997,deposit,месторождение,dépôt,1
998,deposit,no_equality,déposer,1
999,deposit,депозит,dépôt,2
1000,deposit,депонирование,dépôt,1
1001,deposit,вклад,dépôt,1
1002,deposit,сдавать,déposer,1
1003,deposit,отложения,dépôt,1
1004,deposit,сдача,dépôt,1
1005,intensity,интенсивность,intensité,2
1006,intensity,сила,intensité,1
1007,intensity,острота,intensité,1
1008,Millennium,тысячелетие,millénaire,1
1009,Millennium,рубеж тысячелетие,millénaire,1
1010,Millennium,црдт,millénaire,1
1011,excellent,прекрасный,excellent,2
1012,excellent,прекрасный,super,1
1013,excellent,отличный,excellent,4
1014,excellent,отличный,très bon,1
1015,excellent,отличный,superbe,1
1016,excellent,отличный,super,1
1017,excellent,превосходный,excellent,2
1018,excellent,превосходный,super,1
1019,excellent,превосходный,superbe,1
1020,excellent,великолепный,excellent,2
1021,excellent,великолепный,magnifique,1
1022,excellent,великолепный,brillant,1
1023,excellent,замечательный,excellent,2
1024,excellent,замечательный,super,1
1025,excellent,замечательный,merveilleux,1
1026,excellent,замечательный,formidable,1
1027,excellent,великолепно,excellent,2
1028,excellent,великолепно,super,1
1029,excellent,великолепно,magnifique,1
1030,excellent,великолепно,exceptionnel,1
1031,excellent,великолепно,formidable,1
1032,excellent,отлично,excellent,2
1033,excellent,исключительный,exceptionnel,1
1034,excellent,блестящий,brillant,2
1035,excellent,первоклассный,no_equality,1
1036,excellent,чудесный,magnifique,1
1037,fine,прекрасный,excellent,1
1038,fine,прекрасный,superbe,1
1039,fine,прекрасный,beau,1
1040,fine,отличный,excellent,2
1041,fine,отличный,superbe,1
1042,fine,отличный,beau,1
1043,fine,хороший,excellent,1
1044,fine,хороший,beau,1
1045,fine,хороший,bien,2
1046,fine,хороший,bon,1
1047,fine,прекрасно,beau,1
1048,fine,великолепный,magnifique,1
1049,fine,великолепный,beau,1
1050,fine,чудесный,magnifique,1
1051,fine,славный,excellent,1
1052,fine,превосходный,superbe,1
1053,fine,хорошо,bien,2
1054,fine,хорошо,d'accord,1
1055,fine,ладно,bien,2
1056,fine,ладно,d'accord,1
1057,fine,замечательный,merveilleux,1
1058,fine,чудесно,merveilleux,1
1059,fine,прекрасное,beau,1
1060,fine,тонкий,fin,1
1061,fine,мелкий,fin,1
1062,fine,хорошее,bon,1
1063,pen,ручка,stylo,4
1064,pen,ручка,enclos,1
1065,pen,перо,plume,2
1066,pen,рейсфедер,no_equality,1
1067,pen,фломастер,feutre,1
1068,pen,загон,enclos,3
1069,pen,Перу,no_equality,1
1070,pen,пена,no_equality,1
1071,pen,пенал,no_equality,1
1072,pen,световое перо,plume,1
1073,pen,писать,écrire,1
1074,pen,перьевой,no_equality,1
1075,pen,авторучка,stylo,1
1076,pen,карандаш,stylo,1
1077,pen,автоматическая ручка,stylo,1
1078,pen,вечное перо,stylo,1
1079,nature,характер,nature,1
1080,nature,природа,nature,2
1081,nature,натура,nature,1
1082,nature,быть,nature,1
1083,nature,сущность,nature,1
1084,nature,род,nature,1
1085,nature,свой характер,nature,1
1086,nature,естество,nature,1
1087,nature,окружающая природа,nature,1
1088,nature,свойства,nature,1
1089,field,пол,terrain,1
1090,field,пол,champ,2
1091,field,место,terrain,1
1092,field,поль,terrain,1
1093,field,поль,champ,2
1094,field,область,terrain,1
1095,field,область,domaine,3
1096,field,область,champ,3
1097,field,область,secteur,1
1098,field,область,zone,1
1099,field,сфера,domaine,1
1100,field,поле,champ,2
1101,field,поле,domaine,1
1102,field,поле,terrain,2
1103,field,поле,zone,2
1104,field,поле,campagne,1
1105,field,пространство,no_equality,1
1106,field,месторождение,gisement,2
1107,field,месторождение,champ,1
1108,field,отрасль,secteur,1
1109,field,нива,no_equality,1
1110,field,поприще,no_equality,1
1111,field,промысел,no_equality,1
1112,field,полевой,no_equality,1
1113,field,промысловый,no_equality,1
1114,field,походный,no_equality,1
1115,field,в полевых условиях,no_equality,1
1116,field,полевой сезон,campagne,1
1117,field,напряженность поля,champ,1
1118,occur,no_equality,lieu,1
1119,tilt,no_equality,incliner,1
1120,tilt,наклонить,incliner,1
1121,tilt,наклонять,pencher,1
1122,incline,no_equality,incliner,1
1123,slant,no_equality,incliner,1
1124,lean,no_equality,incliner,1
1125,lean,no_equality,pencher,1
1126,lean,наклонить,incliner,1
1127,lean,наклоняться,incliner,1
1128,lean,наклониться,pencher,1
1129,lean,наклонять,pencher,1
1130,ribbon,лента,ruban,2
1131,ribbon,ленточка,ruban,1
1132,ribbon,тесьма,ruban,1
1133,ribbon,бант,ruban,1
1134,ribbon,конвейерная лента,ruban,1
1135,too,слишком,trop,2
1136,too,очень,trop,1
1137,too,так,trop,1
1138,too,чересчур,trop,1
1139,too,чрезмерно,trop,1
1140,too much,чересчур,trop,1
1141,too much,слишком много,trop,1
1142,too much,столько,trop,1
1143,too many,столько,trop,1
1144,excessive,no_equality,trop,1
1145,cache,кэш,cache,2
1146,cache,тайник,cache,1
1147,hide,скрывать,cache,1
1148,hide,прятаться,cache,1
1149,hide,скрываться,cache,1
1150,hide,прятать,cache,1
1151,hide,скрыть,cache,1
1152,wagon,no_equality,break,1
1153,station wagon,no_equality,break,1
1154,station wagon,универсал,break,1
