,English text,train_type,en_fr_translate,fr_en_translate,correct
107,The ground was black.,past simple poz,Le sol était noir.,The floor was black.,False
114,She hit him only once.,past simple poz,Elle l'a frappé qu'une seule fois.,She only hit him once.,False
115,He explained it very slowly.,past simple poz,Il a expliqué très lentement.,He explained very slowly.,False
116,They remembered him quite well.,past simple poz,Ils se souvenaient de lui assez bien.,They remembered him pretty well.,False
119,I left him alone then.,past simple poz,"Je l'ai laissé seul, à l'époque.",I left him alone at the time.,False
120,He wanted to do it very much.,past simple poz,Il voulait le faire très bien.,He wanted to do it very well.,False
121,I remembered it so well.,past simple poz,Je me souvenais si bien.,I remembered so well.,False
122,I called her on Monday.,past simple poz,J'ai appelé lundi.,I called Monday.,False
123,I wanted it very much.,past simple poz,Je voulais beaucoup.,I wanted a lot.,False
124,You explained it very well.,past simple poz,Vous l'explique très bien.,Explains it to you very well.,False
127,You watched the movie.,past simple poz,Vous avez vu le film.,You saw the movie.,False
132,I met him just once.,past simple poz,Je l'ai rencontré une seule fois.,I only met him once.,False
145,They took us right there.,past simple poz,Ils nous ont emmenés là.,They took us there.,False
146,He heard it very clearly.,past simple poz,Il entendit très clairement.,He heard very clearly.,False
147,He missed her very much.,past simple poz,Il a manqué beaucoup.,He missed a lot.,False
148,I did it quite well.,past simple poz,Je l'ai fait assez bien.,I did it pretty well.,False
149,You saw him just now.,past simple poz,Vous l'avez vu tout à l'heure.,You saw him earlier.,False
151,He said it very loudly.,past simple poz,Il a dit qu'il est très fort.,He said he's very strong.,False
156,He entered the house.,past simple poz,Il entra dans la maison.,He entered the House.,False
157,He drank all coffee.,past simple poz,Il a bu tout le café.,He drank all the coffee.,False
159,He was a driver.,past simple poz,Il était un pilote.,He was a pilot.,False
162,I started the car.,past simple poz,J'ai commencé à la voiture.,I started at the car.,False
163,He understood it very well.,past simple poz,Il le comprenait très bien.,He understood that very well.,False
183,I made you some soup.,past simple poz,Je vous ai fait une soupe.,I made you soup.,False
185,I saw it this morning.,past simple poz,Je l'ai vu ce matin.,I saw him this morning.,False
187,I really wanted to be in the team.,past simple poz,Je voulais vraiment être dans l'équipe.,I really wanted to be on the team.,False
190,I sent him to you yesterday.,past simple poz,Je lui ai envoyé hier.,I sent him yesterday.,False
194,He stopped at the eighth floor.,past simple poz,Il s'est arrêté à la huitième étage.,He stopped on the eighth floor.,False
195,The kid laughed for the first time.,past simple poz,L'enfant rit pour la première fois.,The child laughs for the first time.,False
196,You did this!,past simple poz,Vous l'avez fait!,You did it!,False
200,I won a lot of money.,past simple poz,J'ai gagné beaucoup d'argent.,I made a lot of money.,False
201,I wrote this letter.,past simple poz,J'ai écrit cette lettre.,I wrote that letter.,False
205,It happened when he was fifteen.,past simple poz,C'est arrivé quand il avait quinze ans.,It happened when he was 15.,False
206,She married when she was twenty,past simple poz,Elle a épousé quand elle avait une vingtaine d',She married when she was about 20,False
208,They met when he was twenty.,past simple poz,Ils se sont rencontrés quand il avait vingt ans.,They met when he was 20.,False
210,It was his third day on the job.,past simple poz,Il en était à sa troisième jour sur le travail.,He was on his third day on the job.,False
211,It was her favorite place in the city.,past simple poz,C'était son endroit préféré dans la ville.,It was his favorite place in the city.,False
213,I told her everything I knew.,past simple poz,Je lui ai dit tout ce que je savais.,I told him everything I know.,False
216,The next two hours went quickly.,past simple poz,Les deux heures suivantes ont été rapides.,The next two hours were fast.,False
217,The boys laughed.,past simple poz,Les garçons se mit à rire.,The boys began to laugh.,False
218,The next two weeks went fast.,past simple poz,Les deux semaines suivantes ont été rapides.,The next two weeks were fast.,False
219,I went back to the table and sat down.,past simple poz,Je suis retourné à la table et s'assit.,I returned to the table and sat down.,False
220,I undressed and went to bed.,past simple poz,Je me suis déshabillée et je me suis couchée.,I took my clothes off and went to bed.,False
221,He stood up and began to dress.,past simple poz,Il se leva et commença à s'habiller.,He got up and began to dress.,False
224,I talked to his teacher this morning.,past simple poz,J'ai parlé à son professeur ce matin.,I spoke to his teacher this morning.,False
228,She took it from a different box.,past simple poz,Elle l'a pris dans une autre boîte.,She took it from another box.,False
230,I found him at the train station.,past simple poz,Je l'ai trouvé à la gare.,I found him at the station.,False
233,I knew it from the start.,past simple poz,Je le savais depuis le début.,I knew it all along.,False
234,She knew him for a long time.,past simple poz,Elle le connaissait depuis longtemps.,She knew him a long time.,False
238,I asked him about the second reason.,past simple poz,Je lui ai demandé pour la deuxième raison.,I asked him for the second reason.,False
240,I liked him from the first minute.,past simple poz,J'ai aimé dès la première minute.,I loved it from the first minute.,False
244,We saw them for the first time.,past simple poz,"Nous l'avons vu, pour la première fois.","We saw it, for the first time.",False
245,She invited them to a restaurant.,past simple poz,Elle les a invités au restaurant.,She invited them to the restaurant.,False
246,I heard it on the radio this morning.,past simple poz,Je l'ai entendu à la radio ce matin.,I heard on the radio this morning.,False
250,I began to study.,past simple poz,J'ai commencé à étudier.,I started studying.,False
256,You taught me maths.,past simple poz,Que vous m'avez enseigné les mathématiques.,You taught me mathematics.,False
259,She gave you a chance.,past simple poz,Elle vous a donné une chance.,It gave you a chance.,False
261,I brought them some food,past simple poz,Je leur ai apporté un peu de nourriture,I brought them some food.,False
262,I found us an apartment.,past simple poz,J'ai trouvé un appartement.,I found an apartment.,False
264,Two weeks later I was in the hospital.,past simple poz,"Deux semaines plus tard, j'étais à l'hôpital.","Two weeks later, I was in the hospital.",False
265,Forty minutes later I was at the university.,past simple poz,"Quarante minutes plus tard, j'étais à l'université.","Forty minutes later, I was in college.",False
266,Twenty minutes later they were at the station.,past simple poz,"Vingt minutes plus tard, ils étaient à la gare.","Twenty minutes later, they were at the station.",False
269,I brought you a gift.,past simple poz,Je vous ai apporté un cadeau.,I brought you a present.,False
0,We have a nice small garden.,order_of_adjectives,Nous avons un beau petit jardin.,We have a nice little garden.,False
1,They have a wonderful big house.,order_of_adjectives,Ils ont une magnifique grande maison.,They have a beautiful big house.,False
2,I have a small old car.,order_of_adjectives,J'ai une petite vieille voiture.,I have a little old car.,False
3,Mary has a beautiful new bag.,order_of_adjectives,Mary a un beau nouveau sac.,Mary has a nice new bag.,False
4,I bought a great French coat.,order_of_adjectives,J'ai acheté un français grand manteau.,I bought a big French coat.,False
5,It was a boring long lesson.,order_of_adjectives,Il était d'un ennuyeux long de la leçon.,He was a boring long lesson.,False
6,My mum has a wonderful Italian vase.,order_of_adjectives,Ma mère a un magnifique vase Italien.,My mother has a beautiful Italian vase.,False
10,I wear a pretty pink Italian dress.,order_of_adjectives,Je porte une jolie robe rose italienne.,I'm wearing a pretty Italian pink dress.,False
11,My dad has a big green German car.,order_of_adjectives,Mon père a une grosse voiture verte allemande.,My father has a big green German car.,False
12,She has ugly brown English shoes.,order_of_adjectives,Elle a des chaussures anglaises brunes moches.,She has ugly brown British shoes.,False
13,He has a beautiful blue Chinese cup.,order_of_adjectives,Il a une belle coupe de Chine bleue.,He's got a nice blue china cup.,False
14,I have some tasty Italian vanilla ice-cream.,order_of_adjectives,J'ai une délicieuse glace à la vanille italienne.,I have a delicious Italian vanilla ice cream.,False
16,This is an expensive grey English jacket.,order_of_adjectives,C'est une veste anglaise grise et chère.,"It's a gray, expensive English jacket.",False
17,This is a cheap red Chinese dress.,order_of_adjectives,C'est une robe chinoise rouge bon marché.,It's a cheap red Chinese dress.,False
18,I want to buy an expensive white Japanese car.,order_of_adjectives,Je veux acheter une chère voiture blanche japonaise.,I want to buy an expensive Japanese white car.,False
19,I love my white wool German sweater.,order_of_adjectives,J'adore mon pull allemand en laine blanche.,I love my German white wool sweater.,False
21,She has an ugly old grey coat,order_of_adjectives,Elle a un vilain vieux manteau gris,It was an ugly old gray coat,False
22,This is a wonderful old theatre.,order_of_adjectives,C'est un merveilleux vieux théâtre.,It's a wonderful old theater.,False
23,She is a nice young girl.,order_of_adjectives,Elle est une belle jeune fille.,She's a beautiful girl.,False
25,She has a sweet big banana.,order_of_adjectives,Elle a une grosse banane.,She's got a big banana.,False
26,This is an expensive glass table.,order_of_adjectives,C'est une table en verre chère.,It's an expensive glass table.,False
28,She has a nice small flat.,order_of_adjectives,Elle a un joli petit appartement.,She has a nice little apartment.,False
31,He has beautiful big green eyes.,order_of_adjectives,Il a de beaux grands yeux verts.,He has nice big green eyes.,False
32,She has great blonde long hair.,order_of_adjectives,Elle a une grande blonde cheveux longs.,She has a tall blonde long hair.,False
33,He wears ugly old brown jeans.,order_of_adjectives,Il porte de vieux jeans bruns moches.,He wears old ugly brown jeans.,False
35,She is a nice old woman.,order_of_adjectives,Elle est une gentille vieille femme.,She's a nice old lady.,False
37,There is a great big park.,order_of_adjectives,Il y a un grand parc.,There's a big park.,False
38,I have a small blue plastic bottle.,order_of_adjectives,J'ai une petite bouteille bleue en plastique.,I have a little blue plastic bottle.,False
39,She has a black long wool scarf.,order_of_adjectives,Elle a une écharpe noire en laine.,She has a black wool scarf.,False
41,She has an old big bedroom mirror.,order_of_adjectives,Elle a un vieux grand miroir de chambre.,She has a big old room mirror.,False
42,We bought a nice colourful bathroom curtain.,order_of_adjectives,Nous avons acheté un beau rideau de salle de bain coloré.,We bought a beautiful colorful bathroom curtain.,False
44,They bought a small wooden coffee table.,order_of_adjectives,Ils ont acheté une petite table basse en bois.,They bought a little wooden coffee table.,False
