,English text,train_type,en_fr_translate,fr_en_translate,correct
48,The night was quiet.,past simple poz,La nuit a été calme.,The night was quiet.,True
49,The name was strange.,past simple poz,Le nom était étrange.,The name was strange.,True
50,The song was beautiful.,past simple poz,La chanson était magnifique.,The song was beautiful.,True
51,The door was open.,past simple poz,La porte était ouverte.,The door was open.,True
52,The list was long.,past simple poz,La liste était longue.,The list was long.,True
53,The noise was loud.,past simple poz,Le bruit était fort.,The noise was loud.,True
55,The room was dark.,past simple poz,La pièce était sombre.,The room was dark.,True
56,The sky was clear.,past simple poz,Le ciel était clair.,The sky was clear.,True
57,The darkness was total.,past simple poz,L'obscurité était totale.,The darkness was total.,True
58,The pocket was empty.,past simple poz,La poche était vide.,The pocket was empty.,True
59,The sun was hot.,past simple poz,Le soleil était chaud.,The sun was hot.,True
60,The sky was black.,past simple poz,Le ciel était noir.,The sky was black.,True
62,The doctor looked surprised.,past simple poz,Le médecin regarda surpris.,The doctor looked surprised.,True
63,The house was clean.,past simple poz,La maison était propre.,The house was clean.,True
64,The night was dark.,past simple poz,La nuit était sombre.,The night was dark.,True
66,The park was empty.,past simple poz,Le parc était vide.,The park was empty.,True
67,The room was small.,past simple poz,La chambre était petite.,The room was small.,True
68,The house was quiet.,past simple poz,La maison était calme.,The house was quiet.,True
69,The bottle was empty.,past simple poz,La bouteille était vide.,The bottle was empty.,True
70,The wind was strong.,past simple poz,Le vent était fort.,The wind was strong.,True
71,The answer was clear.,past simple poz,La réponse était claire.,The answer was clear.,True
72,The question was strange.,past simple poz,La question était étrange.,The question was strange.,True
73,The light was bright.,past simple poz,La lumière était lumineux.,The light was bright.,True
74,The food was wonderful.,past simple poz,La nourriture était merveilleuse.,The food was wonderful.,True
77,The guy looked funny.,past simple poz,Le gars avait l'air drôle.,The guy looked funny.,True
78,The answer was quick.,past simple poz,La réponse a été rapide.,The answer was quick.,True
79,The message was clear.,past simple poz,Le message était clair.,The message was clear.,True
80,The sky was blue.,past simple poz,Le ciel était bleu.,The sky was blue.,True
81,The weather was perfect.,past simple poz,Le temps était parfait.,The weather was perfect.,True
83,The man was angry.,past simple poz,L'homme était en colère.,The man was angry.,True
84,The air was different.,past simple poz,L'air était différent.,The air was different.,True
85,The classroom was empty.,past simple poz,La salle de classe était vide.,The classroom was empty.,True
86,The glass was clean.,past simple poz,Le verre était propre.,The glass was clean.,True
90,The water was cold.,past simple poz,L'eau était froide.,The water was cold.,True
92,The bathroom was empty.,past simple poz,La salle de bain était vide.,The bathroom was empty.,True
94,The bus was empty.,past simple poz,Le bus était vide.,The bus was empty.,True
95,The sea was warm.,past simple poz,La mer était chaude.,The sea was warm.,True
96,The office was empty.,past simple poz,Le bureau était vide.,The office was empty.,True
98,The noise was terrible.,past simple poz,Le bruit était terrible.,The noise was terrible.,True
99,The night was warm.,past simple poz,La nuit a été chaude.,The night was warm.,True
100,The sun was high.,past simple poz,Le soleil était haut.,The sun was high.,True
101,The plan was simple.,past simple poz,Le plan était simple.,The plan was simple.,True
103,The night was short.,past simple poz,La nuit a été courte.,The night was short.,True
104,The lesson was interesting.,past simple poz,La leçon était intéressante.,The lesson was interesting.,True
105,The boy was Japanese.,past simple poz,Le garçon était Japonais.,The boy was Japanese.,True
108,The box was empty!,past simple poz,La boîte était vide!,The box was empty!,True
109,The kitchen was empty.,past simple poz,La cuisine était vide.,The kitchen was empty.,True
110,She took the sandwich.,past simple poz,Elle a pris le sandwich.,She took the sandwich.,True
111,I got the gift.,past simple poz,J'ai reçu le cadeau.,I got the gift.,True
112,She helped him.,past simple poz,Elle l'a aidé.,She helped him.,True
113,She lost the phone.,past simple poz,Elle a perdu le téléphone.,She lost the phone.,True
117,She read it fast.,past simple poz,"Elle a lu, il est rapide.",She read it fast.,True
118,He loved them very much.,past simple poz,Il les aimait beaucoup.,He loved them very much.,True
125,I kissed her.,past simple poz,Je l'ai embrassée.,I kissed her.,True
126,I saw them too late.,past simple poz,Je les ai vus trop tard.,I saw them too late.,True
128,I asked the teacher.,past simple poz,J'ai demandé à l'enseignant.,I asked the teacher.,True
129,He opened another book.,past simple poz,Il ouvrit un autre livre.,He opened another book.,True
130,He felt the pain.,past simple poz,Il a senti la douleur.,He felt the pain.,True
131,We watched the video.,past simple poz,Nous avons regardé la vidéo.,We watched the video.,True
133,I saw them together once.,past simple poz,Je les ai vus ensemble une fois.,I saw them together once.,True
134,I saw the dog.,past simple poz,J'ai vu le chien.,I saw the dog.,True
135,We got the money.,past simple poz,Nous avons obtenu l'argent.,We got the money.,True
136,It was a cat.,past simple poz,C'était un chat.,It was a cat.,True
137,He left a laptop.,past simple poz,Il a laissé un ordinateur portable.,He left a laptop.,True
138,They won the race.,past simple poz,Ils ont gagné la course.,They won the race.,True
139,You won the prize.,past simple poz,Tu as gagné le prix.,You won the prize.,True
140,I became a chef.,past simple poz,Je suis devenu chef.,I became a chef.,True
141,He had the phone.,past simple poz,Il avait le téléphone.,He had the phone.,True
142,We saved a cat.,past simple poz,Nous avons sauvé un chat.,We saved a cat.,True
143,I sold the car.,past simple poz,J'ai vendu la voiture.,I sold the car.,True
144,He won the prize.,past simple poz,Il a gagné le prix.,He won the prize.,True
150,I loved him very much.,past simple poz,Je l'aimais beaucoup.,I loved him very much.,True
152,She brought the coffee.,past simple poz,Elle a apporté le café.,She brought the coffee.,True
153,I heard the news.,past simple poz,J'ai entendu les nouvelles.,I heard the news.,True
154,He heard a noise.,past simple poz,Il entendit un bruit.,He heard a noise.,True
155,It was an invitation.,past simple poz,C'était une invitation.,It was an invitation.,True
158,She explained the plan.,past simple poz,Elle a expliqué le plan.,She explained the plan.,True
160,She opened the door.,past simple poz,Elle ouvrit la porte.,She opened the door.,True
161,He was a doctor.,past simple poz,Il était un médecin.,He was a doctor.,True
164,He remembered that man.,past simple poz,Il se souvenait de cet homme.,He remembered that man.,True
165,I tried to do it again.,past simple poz,J'ai essayé de le faire à nouveau.,I tried to do it again.,True
166,He got the job.,past simple poz,Il a eu le boulot.,He got the job.,True
167,She was a singer.,past simple poz,Elle était une chanteuse.,She was a singer.,True
168,I opened the door!,past simple poz,J'ai ouvert la porte!,I opened the door!,True
169,I brought the wine.,past simple poz,J'ai apporté le vin.,I brought the wine.,True
170,You forgot the bag!,past simple poz,Tu as oublié le sac!,You forgot the bag!,True
171,She thought about the problem.,past simple poz,Elle a réfléchi au problème.,She thought about the problem.,True
172,The train stopped at the next station.,past simple poz,Le train s'est arrêté à la gare suivante.,The train stopped at the next station.,True
173,I gave him the ticket.,past simple poz,Je lui ai donné le billet.,I gave him the ticket.,True
174,He spent a year there.,past simple poz,Il a passé une année là-bas.,He spent a year there.,True
175,She told me this morning,past simple poz,Elle m'a dit ce matin,She told me this morning,True
176,They called me this morning.,past simple poz,Ils m'ont appelé ce matin.,They called me this morning.,True
177,I sent you a bill.,past simple poz,Je vous ai envoyé un projet de loi.,I sent you a bill.,True
178,He left you a note.,past simple poz,Il vous a laissé une note.,He left you a note.,True
179,You said it this morning.,past simple poz,Vous l'avez dit ce matin.,You said it this morning.,True
180,He sent me a message,past simple poz,Il m'a envoyé un message,He sent me a message,True
181,You sent me an e-mail.,past simple poz,Vous m'avez envoyé un e-mail.,You sent me an e-mail.,True
182,She kept it a secret.,past simple poz,Elle a gardé le secret.,She kept it a secret.,True
184,You explained it to me.,past simple poz,Vous me l'a expliqué.,You explained it to me.,True
186,They called me crazy.,past simple poz,Ils m'ont appelé fou.,They called me crazy.,True
188,He started working last year.,past simple poz,Il a commencé à travailler l'année dernière.,He started working last year.,True
189,I gave it to you yesterday.,past simple poz,Je vous l'a donné hier.,I gave it to you yesterday.,True
191,She gave him coffee.,past simple poz,Elle lui a donné du café.,She gave him coffee.,True
192,The hotel was in an old building.,past simple poz,L'hôtel était dans un vieux bâtiment.,The hotel was in an old building.,True
193,The man spoke Italian.,past simple poz,L'homme parlait italien.,The man spoke Italian.,True
197,They helped me a lot.,past simple poz,Ils m'ont beaucoup aidé.,They helped me a lot.,True
198,They gave him the book.,past simple poz,Ils lui ont donné le livre.,They gave him the book.,True
199,You offered to help me.,past simple poz,Vous offert de m'aider.,You offered to help me.,True
202,He understood him.,past simple poz,Il a compris lui.,He understood him.,True
203,He saw the light.,past simple poz,Il a vu la lumière.,He saw the light.,True
204,I sent you an e-mail.,past simple poz,Je vous ai envoyé un e-mail.,I sent you an e-mail.,True
207,We moved when I was five.,past simple poz,Nous avons déménagé quand j'avais cinq ans.,We moved when I was five.,True
209,It was my first project at the company.,past simple poz,C'était mon premier projet à la société.,It was my first project at the company.,True
212,It was my favorite room in the house.,past simple poz,C'était ma pièce préférée dans la maison.,It was my favorite room in the house.,True
214,We gave him everything he wanted.,past simple poz,Nous lui avons donné tout ce qu'il voulait.,We gave him everything he wanted.,True
215,The first two interviews went well.,past simple poz,Les deux premières interviews se sont bien passées.,The first two interviews went well.,True
222,I wrote to my mother every week.,past simple poz,J'ai écrit à ma mère chaque semaine.,I wrote to my mother every week.,True
223,I spoke to your father this morning.,past simple poz,J'ai parlé à ton père ce matin.,I spoke to your father this morning.,True
225,I wrote to my family that day.,past simple poz,J'ai écrit à ma famille ce jour-là.,I wrote to my family that day.,True
226,You saw me at the party.,past simple poz,Vous m'avez vu à la fête.,You saw me at the party.,True
227,She met him at the front door.,past simple poz,Elle l'a rencontré à la porte d'entrée.,She met him at the front door.,True
229,I found it behind the front door.,past simple poz,Je l'ai trouvé derrière la porte d'entrée.,I found it behind the front door.,True
231,I saw them on the 7th floor.,past simple poz,Je les ai vus au 7e étage.,I saw them on the 7th floor.,True
232,I met my mother yesterday.,past simple poz,J'ai rencontré ma mère hier.,I met my mother yesterday.,True
