,word,local_word,examples,local_examples,examples_and_definitions
194,strength,dosage,STRENGTHS OF THE MEDICINAL PRODUCTS|tablet strength|lower dose strength|,dosage du médicament | dosage des comprimés | dosage plus faible | ,STRENGTHS OF THE MEDICINAL PRODUCTS|tablet strength|lower dose strength|dosage | determination | assay | quantitation | quantification | mix | 
195,strength,résistance,tensile strength|mechanical strength|joint strength|floor strength|,résistance à la traction | résistance mécanique | résistance des joints | Résistance des planchers | ,tensile strength|mechanical strength|joint strength|floor strength|resistance | stress | resilience | 
196,strength,atout,tremendous strength|existing strengths|core strength|,atout formidable | atouts existants | principal atout | ,tremendous strength|existing strengths|core strength|asset | advantage | trump card | value proposition | 
197,strength,effectif,total strength|pilot strength|,effectif total | effectif de pilotes | ,total strength|pilot strength|workforce | staff | personnel | complement | enrolment | work force | manpower | 
198,star,étoile,rising star|red star|stars in the sky|yellow star|,étoile montante | étoile rouge | étoile dans le ciel | étoile jaune | ,rising star|red star|stars in the sky|yellow star|
199,star,star,movie star|pop star|porn star|Royal Star|,star de cinéma | pop star | star du porno | Royal Star | ,movie star|pop star|porn star|Royal Star|celebrity | 
200,star,vedette,favorite star|Stars of the LPGA Tour|rock star|,vedette préférée | vedettes du circuit de la LPGA | vedette du rock | ,favorite star|Stars of the LPGA Tour|rock star|heading | flagship | limelight | superstar | speedboat | spotlight | celebrity | entry terms | 
201,thing,chose,good thing|first thing|last thing|bad thing|,bonne chose | première chose | dernière chose | mauvaise chose | ,good thing|first thing|last thing|bad thing|matter | stuff | 
202,thing,point,second thing|positive thing|key thing|most important thing|,deuxième point | point positif | point clé | point le plus important | ,second thing|positive thing|key thing|most important thing|point | item | issue | paragraph | matter | mark | 
203,thing,élément,important thing|main thing|different things|non-living things|,élément important | élément principal | élément différent | éléments non biologiques | ,important thing|main thing|different things|non-living things|element | item | component | part | factor | feature | point | aspect | 
204,thing,situation,things in the right direction|,situation dans la bonne direction | ,things in the right direction|situation | location | position | status | circumstance | condition | state | 
205,thing,truc,little things|fun things|simple things|strange thing|,petit truc | truc marrant | truc simple | truc étrange | ,little things|fun things|simple things|strange thing|stuff | tip | trick | gizmo | hint | 
206,thing,aspect,interesting things|funny thing|,aspect intéressant | aspect amusant | ,interesting things|funny thing|aspect | appearance | point | element | side | 
207,coincide,coïncider,empty_cell,empty_cell,concur | 
208,coincide,concorder,empty_cell,empty_cell,accord | concur | tally | conflict | match | align | fit in | up-~-add up | 
209,coincidental,fortuit,empty_cell,empty_cell,adventitious | fortuitous | accidental | incidental | unintended | casual | random | inadvertent | 
210,dance,danse,traditional dance|contemporary dance|oriental dance|folk dance|,danse traditionnelle | danse contemporaine | danse orientale | danse folklorique | ,traditional dance|contemporary dance|oriental dance|folk dance|dancing | dancer | 
211,dance,bal,empty_cell,empty_cell,ball | ballroom | prom | 
212,dance,danser,to dance in the streets|to dance so well|to dance in the flames|,danser dans la rue | si bien danser | danser dans les flammes | ,to dance in the streets|to dance so well|to dance in the flames|
213,dance,obéir,empty_cell,empty_cell,obey | comply | abide | obey | 
214,countryside,campagne,surrounding countryside|Tuscan countryside|Andalusian countryside|beautiful countryside|,campagne environnante | campagne toscane | campagne andalouse | belle campagne | ,surrounding countryside|Tuscan countryside|Andalusian countryside|beautiful countryside|campaign | marketing year | 
215,countryside,paysage,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|,paysage pittoresque | paysage belge | paysage superbe | paysage irlandais | ,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|landscape | scenery | 
216,countryside,espace rural,empty_cell,empty_cell,empty_cell
217,countryside,monde rural,empty_cell,empty_cell,empty_cell
218,break,pause,coffee break|short break|summer break|relaxing break|,pause café | courte pause | pause estivale | pause détente | ,coffee break|short break|summer break|relaxing break|pause | recess | 
219,break,saut,page break|manual break|column break|manual page break|,saut de page | saut manuel | saut de colonne | saut de page manuel | ,page break|manual break|column break|manual page break|jump | leap | hop | skip | newline | 
220,break,interruption,break in service|career breaks|long break|normal breaks|,interruption de service | interruption de carrière | longue interruption | interruptions normales | ,break in service|career breaks|long break|normal breaks|interruption | disruption | interrupt | trap | termination | discontinuation | outage | downtime | 
221,break,allégement,tax breaks|,allégement fiscal | ,tax breaks|relief | concession | tax relief | 
222,break,rupture,radical break|break with the past|historical breaks|pipe break|,rupture radicale | rupture avec le passé | rupture historique | ruptures de conduits | ,radical break|break with the past|historical breaks|pipe break|rupture | breakdown | breach | disruption | breakup | fracture | split | breakage | 
223,break,séjour,romantic break|activity break|city break|peaceful break|,séjour romantique | séjour activités | court séjour | séjour paisible | ,romantic break|activity break|city break|peaceful break|stay | residence | holiday | living room | trip | visit | residence permit | vacation | 
224,break,vacance,school breaks|spring break|restful break|sunny break|,vacance scolaire | vacances de printemps | vacance reposante | vacances ensoleillées | ,school breaks|spring break|restful break|sunny break|holiday | vacation | vacancy | resort | recess | 
225,break,congé,parliamentary break|,congé parlementaire | ,parliamentary break|leave | holiday | discharge | vacation | 
226,break,retour,row break|manual row break|,retour à la ligne | retour à la ligne manuel | ,row break|manual row break|return | back | feedback | 
227,break,briser,to break the ice|to break the silence|to break the cycle of poverty|to break this vicious circle|,briser la glace | briser le silence | briser le cycle de la pauvreté | briser ce cercle vicieux | ,to break the ice|to break the silence|to break the cycle of poverty|to break this vicious circle|shatter | up-~-break up | break down | smash | break up | break out | sever | 
228,break,rompre,to break with the past|to break the contract|to break a promise|to break with convention|,rompre avec le passé | rompre le contrat | rompre une promesse | rompre avec les conventions | ,to break with the past|to break the contract|to break a promise|to break with convention|sever | break off | rupture | breach | up-~-break up | upset | disrupt | 
229,break,casser,to break the window|to break eggs|to break the code|to break through a brick wall|,casser la fenêtre | casser des oeufs | casser le code | casser un mur de briques | ,to break the window|to break eggs|to break the code|to break through a brick wall|crack | break down | shatter | quash | smash | break off | snap | 
230,break,enfreindre,to break the law|to break the rules|to break all those rules|to break its rules|,enfreindre la loi | enfreindre les règles | enfreindre toutes ces règles | enfreindre ses règles | ,to break the law|to break the rules|to break all those rules|to break its rules|violate | infringe | contravene | breach | violate | infringe | breach | 
