,word,local_word,pos,examples,local_examples,examples_and_definitions
150,table,envisageable,NOUN,NOUN,NOUN,table | All of these options are on the table. | 
151,table,ajourner,VERB,VERB,VERB,table | hold over | postpone | adjourn | 
152,table,tablée,NOUN,NOUN,NOUN,table | 
153,create,faire,VERB,VERB,VERB,be | have | do | work | make | make out | make up | get | get up to | take | create | go | put in | pay | write | pack | cut | carry | deal out | serve | draw | wear | clock up | dial | tender | suffer | wage | dish out | bake | brew | inflict | proffer | 
154,create,créer,VERB,VERB,VERB,set up | create | design | style | build up | generate | engineer | We can create a new hero. | But you have to create to understand. | He wanted to create the world's finest comedian. | The brain cannot create something from nothing. | I shall create another canvas! | Otherwise we have to create a triangular effect. | My job is to create. | We forgot to create a fake author! | I am trying to create a pleasant work environment. | And man can't create no true parallel. | A picture can create movement. | Bunch of clones to create confusion. | You have to create these opportunities. | I have to create reasonable doubt. | You think it's possible to create a star? | 
155,create,susciter,VERB,VERB,VERB,create | generate | raise | engage | drum up | kindle | evoke | excite | elicit | The need to create greater competitiveness and innovation ... | it shall not create the impression that the consumption of ... | ... in the budget may create certain problems. | ... they will have helped to create greater understanding of the views ... | ... imprecise use of language could create this impression. | 
156,warm,se sentir attiré,VERB,VERB,VERB,warm | fancy | 
157,warm,chaleureux,OTHER,OTHER,OTHER,"warm | cosy | hearty | cordial | effusive | They exchanged warm, friendly smiles. | "
158,warm,chauffer,VERB,VERB,VERB,"hot up | heat | heat up | warm | warm up | overheat | After several more rounds, things began to warm up in the bar. | Can you warm the soup up for me? | Warm down for 20 to 25 minutes. | It's a bit chilly in here, but it'll soon warm up. | "
159,warm,réchauffer,OTHER,OTHER,OTHER,heat up | warm | warm up | The television takes a while to warm up. | 
160,America,amérique,NOUN,NOUN,NOUN,"america | american | America, thank you for this food. | I believe that, in America. | Thing are not as simple as in America. | Somebody could be sent out from America. | How are your plans for America going? | I can take him back to America with me. | It took us 22 days to get to America. | those immigrant children who were brought to America's shores | I miss my old home in America. | has a home in America. | Big changes in America. | that belief that here in America, | to cause a massive depression until America gave in. | That you were going to America. | The most powerful family in America. | "
161,America,amăšrique,NOUN,NOUN,NOUN,america | 
162,America,amθrique,NOUN,NOUN,NOUN,america | 
163,America,états-unis,NOUN,NOUN,NOUN,united states | us | usa | america | America was my last town. | The whole outfit's going back to America. | So how long have you been in America? | I know it is America. | That is america right there. | She just returned from a trip to America. | I must protect her in America. | He got us to America. | Who is trade partner number one for America? | America was going to be the land of tolerance. | That being the one about America and its invincible economy. | Whatever one's problems with America. | I want to talk to America. | We are the foundation for America. | You get to stay in America. | 
164,nobody,moins,NOUN,NOUN,NOUN,of | under | less | at least | least | fully | if nothing else | fewer | nobody | minus | He’s a nobody. | 
165,nobody,personne,NOUN,NOUN,NOUN,no one | people | person | team player | figure | thing | senior | missing person | ticket holder | food handler | self | soul | senior citizen | nobody | displaced person | rent collector | caller | traveller | anybody | animal lover | tax exile | bargain hunter | dieter | dependant | excavator | shopper | leftist | remand prisoner | slimmer | appointee | questioner | drifter | celibate | jinx | impersonator | escapist | seconder | nonentity | lawbreaker | There was nobody in the office. | Nobody was at home. | Nobody could predict how it might end. | I knocked on the door but nobody answered. | 
166,nobody,moins que rien,NOUN,NOUN,NOUN,nobody | 
167,entire,tout,ADJ,ADJ,ADJ,all | any | number one | very | on my own | every | whole | entire | everything | whole lot | stock | first ever | all alone | all by myself | whatsoever | all by oneself | undivided | rigidly | skimpy | 
168,entire,entier,ADJ,ADJ,ADJ,full | whole | entire | undivided | My plans are to travel the entire world. | An ideological system with which he is in entire agreement. | 
169,thousand,milliers de,OTHER,OTHER,OTHER,thousand | There were thousands of people in the audience. | We will meet thousands of people when we go to college. | 
170,thousand,mille,OTHER,OTHER,OTHER,"one thousand | thousand | mile | You asked me a thousand times. | One thousand two hundred fourteen. | A thousand dollars a day? | One thousand pieces of gold. | Two hundred and fifty thousand. | A thousand books cannot equal a cup of your tea. | Two hundred thousand kilometres. | Five thousand dollars a month. | Ten hundred thousand pounds? | He got a couple of thousand dollars. | My dad's worth a thousand times that. | Outnumbered a thousand to one, but you didn't stop. | One thousand dollars a month. | One day on the payroll we had a thousand people. | Not one thousand, one star among a million stars. | "
171,Belgium,belgique,NOUN,NOUN,NOUN,"belgium | I am from Belgium. | Belgium is in danger of disappearing. | Belgium men's national ice hockey team | List of mammals of Belgium | In Belgium for a transport firm | List of motorways in Belgium | Runs right through into Belgium. | List of noble families in Belgium | Consider the last case of this kind in Belgium. | These are from Belgium. | He is in Belgium, with the housekeeper. | I live in Belgium. | Two years in Belgium. | Supposed to be brewed by some monks in Belgium. | List of mountains and hills in Belgium | "
172,anything,comme,NOUN,NOUN,NOUN,"as | like | anything | She said it out loud, clear as anything. | "
173,anything,tout ce que,NOUN,NOUN,NOUN,anything | whatever | 
174,anything,quelque chose,OTHER,OTHER,OTHER,something | thing | anything | He inquired whether there was anything he could do. | Have you found anything? | He trains anything from 7 to 8 hours a day. | Would you like anything to eat? | Did you have anything to eat? | 
175,anything,rien,NOUN,NOUN,NOUN,nothing | thing | anything | nil | nada | I wouldn’t be a teacher for anything. | I wouldn’t do her job for anything. | I can’t hear anything. | I don’t want anything. | 
176,background,formation,OTHER,OTHER,OTHER,training | basic training | background | formation | rock formation | continuing education | teacher training | She has a background in nursing. | His background was in engineering. | 
177,background,milieu,NOUN,NOUN,NOUN,environment | environmental | element | walk of life | background | class background | in the middle | middle | medium | circle | sphere | halfway | milieu | midpoint | centrepiece | 
178,background,contexte,NOUN,NOUN,NOUN,context | background | background information | A story set against the background of the American Civil War. | The political and economic background. | 
179,background,de fond,OTHER,OTHER,OTHER,background | 
180,background,fond,NOUN,NOUN,NOUN,"at the back | back | end | body | base | at heart | heart | bed | floor | sea floor | foundation | background | bottom | seat | crown | underground | kernel | basically | underneath | bilge | Could hear voices in the background. | The house stands against a background of sheltering trees. | Her voice suggested a tenacious, working-class background. | "
181,background,historique,NOUN,NOUN,NOUN,"background | historical | historic | landmark | Is that the background? | I'm giving you background on this. | Background check, interviews with coworkers, ... | She has outlined the background, defined the priorities ... | ... would like to briefly explain the background to this initiative. | ... reminded us of the background, of the pros and ... | ... for assessment reports are as follows: 1. Background; | 1. Background and purpose | "
182,background,2nd plan,NOUN,NOUN,NOUN,background | 
183,background,origines,NOUN,NOUN,NOUN,background | origin | root | 
184,child,enfant,OTHER,OTHER,OTHER,"child | only child | love child | street child | child star | blue baby | golden girl | wild child | late developer | child actor | wonder boy | wonder girl | foster child | poster child | kid | child genius | altar boy | toddler | child prodigy | baby boomer | youngster | enfant terrible | conjoined twin | thalidomide baby | preschooler | She's such a child!. | A child of the Sixties. | She'd been playing tennis since she was a child. | Tapping telephones is child's play. | All the children. | The children of Abraham. | From a child she had taken ballet lessons. | 26 children in each class. | The film is not suitable for children. | He's a child in financial matters. | A child-friendly environment. | I have three grown-up children. | When children leave home, parents can feel somewhat redundant. | "
